"","symbol","log2FoldChange","pvalue","padj"
"ENSG00000113916","BCL6",0.795560867463219,2.62175092399425e-12,5.86459464188274e-08
"ENSG00000100739","BDKRB1",-1.88032187875864,2.72344248204738e-12,6.09206848809178e-08
"ENSG00000169908","TM4SF1",1.16340775376194,2.79503789558216e-12,6.25222026862773e-08
"ENSG00000164294","GPX8",-0.541247839336889,2.8326281012252e-12,6.33630579963064e-08
"ENSG00000152518","ZFP36L2",0.646266340524885,2.9148336870727e-12,6.52019147461293e-08
"ENSG00000166484","MAPK7",0.824248797412191,2.97754069326303e-12,6.66046077676007e-08
"ENSG00000248144","ADH1C",1.10427181792754,3.11008009994358e-12,6.95693817556379e-08
"ENSG00000064666","CNN2",0.771131348206796,3.13603693202624e-12,7.0150010132495e-08
"ENSG00000100592","DAAM1",-0.976688376993489,3.71247177188655e-12,8.30442810653303e-08
"ENSG00000093167","LRRFIP2",0.718046313905868,3.86139259438009e-12,8.63754909436883e-08
"ENSG00000136877","FPGS",0.636629575741101,4.13380823292346e-12,9.24691563622649e-08
"ENSG00000163947","ARHGEF3",-0.92061990505972,4.14118807266148e-12,9.26342359973647e-08
"ENSG00000138078","PREPL",-0.667524854432295,4.14539299102703e-12,9.27282958162836e-08
"ENSG00000145431","PDGFC",-0.74080427405562,4.27198032472269e-12,9.55599278837219e-08
"ENSG00000162630","B3GALT2",2.89443501016389,4.36746855148517e-12,9.76959040281718e-08
"ENSG00000166272","WBP1L",0.688310326084251,4.371455783261e-12,9.77850944157654e-08
"ENSG00000007866","TEAD3",0.59564817807598,4.41938942289743e-12,9.88573220007926e-08
"ENSG00000105835","NAMPT",1.0507917903543,4.49232719413437e-12,1.00488867005592e-07
"ENSG00000111371","SLC38A1",0.804283022797502,4.66657603233091e-12,1.0438663926721e-07
"ENSG00000225415",NA,-1.44228336543945,4.74461037860789e-12,1.0613218955908e-07
"ENSG00000119714","GPR68",-2.83222717855617,4.82469340790659e-12,1.07923566841462e-07
"ENSG00000165996","HACD1",0.921936860821363,5.08949631784134e-12,1.13846943133793e-07
"ENSG00000107731","UNC5B",-1.0235864251343,5.22922096751782e-12,1.16972443822406e-07
"ENSG00000182197","EXT1",-0.845529660337434,5.23735697268972e-12,1.17154438122096e-07
"ENSG00000166979","EVA1C",1.35310316860176,5.28651799330623e-12,1.18254120992267e-07
"ENSG00000167642","SPINT2",2.10576700858688,5.43054817928493e-12,1.21475932222425e-07
"ENSG00000117868","ESYT2",0.550325582877468,5.48807190692423e-12,1.22762680485988e-07
"ENSG00000077943","ITGA8",1.18023840936397,5.66314923539062e-12,1.26678985246453e-07
"ENSG00000112658","SRF",0.922965676583231,5.70744833820079e-12,1.27669911877213e-07
"ENSG00000186469","GNG2",-1.10759612433128,5.78874175751307e-12,1.2948836437381e-07
"ENSG00000267339","LINC00906",-4.61130090170449,5.81048195754317e-12,1.29974670908283e-07
"ENSG00000166974","MAPRE2",-0.849773285973281,5.8374117481756e-12,1.3057706339494e-07
"ENSG00000177606","JUN",-1.2088237559504,5.87254532128294e-12,1.31362966291778e-07
"ENSG00000133818","RRAS2",0.630862436769852,5.90269952798202e-12,1.3203748574143e-07
"ENSG00000144810","COL8A1",1.03069497244773,6.01961627515387e-12,1.34652796458917e-07
"ENSG00000174804","FZD4",0.787872854008338,6.07823207010596e-12,1.359639731762e-07
"ENSG00000012171","SEMA3B",-0.733377281078099,6.08130668512376e-12,1.36032749239533e-07
"ENSG00000055163","CYFIP2",-1.00305720074816,6.29341231560693e-12,1.40777340087812e-07
"ENSG00000091317","CMTM6",0.625602960440628,6.51666031802379e-12,1.45771174653874e-07
"ENSG00000246763","RGMB-AS1",-1.55533473908293,6.53877013512964e-12,1.46265749152715e-07
"ENSG00000119514","GALNT12",-1.12664322252812,6.87866855178034e-12,1.53868936834774e-07
"ENSG00000158079","PTPDC1",0.94060201665419,7.05046941599528e-12,1.57711950366398e-07
"ENSG00000143196","DPT",1.05018460844191,7.36262283963622e-12,1.64694510299823e-07
"ENSG00000105894","PTN",-0.642014764395091,7.5082552518722e-12,1.67952161729129e-07
"ENSG00000168234","TTC39C",0.768447011692067,7.58885936695395e-12,1.69755195179393e-07
"ENSG00000149256","TENM4",-1.3844018108975,7.73560700414507e-12,1.73037793075721e-07
"ENSG00000188153","COL4A5",-0.874087207060512,7.76346632273336e-12,1.73660978173223e-07
"ENSG00000112715","VEGFA",-1.25868254080884,7.79289853747032e-12,1.74319347384674e-07
"ENSG00000184304","PRKD1",0.720605978707861,8.11658611702963e-12,1.81559914851836e-07
"ENSG00000176928","GCNT4",1.70212794203046,8.3948946434456e-12,1.87785398279235e-07
"ENSG00000158555","GDPD5",0.851579560646399,8.6724313664078e-12,1.93993617235176e-07
"ENSG00000165633","VSTM4",0.629334460722708,9.15921372312903e-12,2.04882451772673e-07
"ENSG00000158747","NBL1",0.860976534507065,9.40617312719103e-12,2.10406686682136e-07
"ENSG00000197860","SGTB",0.797313824550815,9.70816093979001e-12,2.17161852062163e-07
"ENSG00000127589",NA,-1.16446146806661,1.02996081336491e-11,2.30391934341597e-07
"ENSG00000109189","USP46",0.725176308272607,1.04229775992034e-11,2.3315158591658e-07
"ENSG00000189320","FAM180A",0.763047745940284,1.14519466753396e-11,2.56168595180671e-07
"ENSG00000123213","NLN",0.808387307427177,1.26853372421161e-11,2.83758308768895e-07
"ENSG00000161813","LARP4",0.792860910665773,1.29521665460441e-11,2.8972701346846e-07
"ENSG00000196850","PPTC7",1.17175208914511,1.39818646825602e-11,3.12760331084188e-07
"ENSG00000131979","GCH1",1.59916081444827,1.40822296665968e-11,3.15005395412103e-07
"ENSG00000164933","SLC25A32",0.85681812254365,1.42552133176039e-11,3.18874866701481e-07
"ENSG00000110090","CPT1A",0.7357995916279,1.42925374728948e-11,3.19709770731183e-07
"ENSG00000182809","CRIP2",0.660050157068736,1.62961841590177e-11,3.64529343453066e-07
"ENSG00000081320","STK17B",1.07187316402673,1.64435970331588e-11,3.67826822034729e-07
"ENSG00000116133","DHCR24",0.922308962049402,1.6540675255126e-11,3.69998364781913e-07
"ENSG00000172349","IL16",0.974584860087002,1.66359386841437e-11,3.72129312425611e-07
"ENSG00000064393","HIPK2",0.58775407087384,1.72123589289987e-11,3.85023256882771e-07
"ENSG00000134247","PTGFRN",-0.785982823331912,1.84026692776592e-11,4.11649309071958e-07
"ENSG00000150687","PRSS23",-0.71933660760049,1.84090525648256e-11,4.11792096822584e-07
"ENSG00000188215","DCUN1D3",0.750011176349191,1.87142229566533e-11,4.18618453317378e-07
"ENSG00000154263","ABCA10",-1.48613572082923,1.92530475999836e-11,4.30671421764034e-07
"ENSG00000149577","SIDT2",0.748884479372067,1.93983645589163e-11,4.33922016818398e-07
"ENSG00000171819","ANGPTL7",5.0816096765048,1.94426952438902e-11,4.34913649910581e-07
"ENSG00000213853","EMP2",0.719353778453155,1.94782866316715e-11,4.3570979366386e-07
"ENSG00000111801","BTN3A3",-0.763268466797941,1.98065730630716e-11,4.43053232847849e-07
"ENSG00000163931","TKT",-0.678772629811429,2.02392001195349e-11,4.52730667473876e-07
"ENSG00000104936","DMPK",0.814869846780332,2.15862536327756e-11,4.82862907511558e-07
"ENSG00000116675","DNAJC6",2.2262523904301,2.31952185936244e-11,5.18853844720783e-07
"ENSG00000138944","SHISAL1",-1.58638825776749,2.33604296944036e-11,5.22549451834115e-07
"ENSG00000124249","KCNK15",-1.45069975564893,2.4084348914505e-11,5.38742800868563e-07
"ENSG00000166793","YPEL4",-1.24190822629859,2.47109355614597e-11,5.52758917574293e-07
"ENSG00000117143","UAP1",0.650008666183777,2.57858046091318e-11,5.7680266330167e-07
"ENSG00000198189","HSD17B11",0.773276436572537,2.60787983386369e-11,5.83356640036969e-07
"ENSG00000142327","RNPEPL1",0.606353959007325,2.64762459762742e-11,5.92247146243278e-07
"ENSG00000125503","PPP1R12C",0.657429945761348,2.67962739333276e-11,5.99405851614606e-07
"ENSG00000171492","LRRC8D",-0.765069711414857,2.69168833520503e-11,6.02103763702014e-07
"ENSG00000175741",NA,1.13404915707281,2.70806984811823e-11,6.05768144325568e-07
"ENSG00000152377","SPOCK1",0.890213290807251,2.91588578537025e-11,6.5225449132947e-07
"ENSG00000109686","SH3D19",0.729117048905459,2.94374190084004e-11,6.58485625798909e-07
"ENSG00000144730","IL17RD",-0.762178634068815,3.01352596575141e-11,6.74095623278933e-07
"ENSG00000102524","TNFSF13B",-1.70880206539108,3.06788029949084e-11,6.86254144193105e-07
"ENSG00000129467","ADCY4",-1.66640934370132,3.18397903069184e-11,7.12224269375458e-07
"ENSG00000101290","CDS2",0.741862421875952,3.48257713382099e-11,7.79017679064416e-07
"ENSG00000135679","MDM2",-0.58438495780992,3.50952924205361e-11,7.85046596154972e-07
"ENSG00000131459","GFPT2",1.22841032406654,3.56453017108096e-11,7.973497539691e-07
"ENSG00000106948","AKNA",-0.764756161780739,3.83474874626248e-11,8.57794947051455e-07
"ENSG00000185112","FAM43A",1.13819204707086,4.15683351278168e-11,9.29842088474134e-07
"ENSG00000159674","SPON2",-0.994098735441424,4.18435884352024e-11,9.35999229707043e-07
"ENSG00000143869","GDF7",1.87118931707232,4.28806748956413e-11,9.59197816740599e-07
"ENSG00000102984","ZNF821",-1.40226675575468,4.29310895024994e-11,9.6032554108141e-07
"ENSG00000092969","TGFB2",-1.50557070794354,4.35235386259463e-11,9.73578035523792e-07
"ENSG00000184898","RBM43",-0.703520225103662,4.67029168187357e-11,1.0446975463183e-06
"ENSG00000121858","TNFSF10",-1.03238008463907,4.7018332270669e-11,1.05175307456259e-06
"ENSG00000072210","ALDH3A2",-0.979634502269256,4.79872640710701e-11,1.07342711000577e-06
"ENSG00000067900","ROCK1",0.574254952078306,4.80865960094166e-11,1.07564906613464e-06
"ENSG00000067167","TRAM1",0.607448253885404,4.86664363903473e-11,1.08861951561568e-06
"ENSG00000167106","EEIG1",-0.956577949425873,4.93525198591957e-11,1.10396651673035e-06
"ENSG00000267669","RPLP0P12",1.47380612823652,5.09405266728449e-11,1.13948864114487e-06
"ENSG00000160446","ZDHHC12",0.884328685023656,5.34158969933596e-11,1.19486019984446e-06
"ENSG00000150593","PDCD4",-0.604500659905684,5.35289918165201e-11,1.19739001794374e-06
"ENSG00000198467","TPM2",0.744129676549087,5.42280411939511e-11,1.21302705346749e-06
"ENSG00000264885",NA,0.976100315043966,5.46109194640651e-11,1.22159165749167e-06
"ENSG00000003096","KLHL13",-0.940944816014937,5.50485485861352e-11,1.23138098332326e-06
"ENSG00000102996","MMP15",1.26603161495483,5.57907166440732e-11,1.24798254061127e-06
"ENSG00000137801","THBS1",1.88756703756574,6.25394913025681e-11,1.39894588094715e-06
"ENSG00000078053","AMPH",1.14880105980549,6.33597996242888e-11,1.41729535779572e-06
"ENSG00000166341","DCHS1",-0.684697647957548,6.4871662378826e-11,1.45111421575196e-06
"ENSG00000181192","DHTKD1",0.743829941877074,6.66524045835031e-11,1.49094763812838e-06
"ENSG00000143786","CNIH3",-1.51961594274693,7.13159420757193e-11,1.59526630829177e-06
"ENSG00000090376","IRAK3",1.02933407934001,7.36641048389462e-11,1.64779236114239e-06
"ENSG00000161682","FAM171A2",-0.962257297514076,7.92194216241753e-11,1.77205924231118e-06
"ENSG00000064309","CDON",-1.5892109287342,7.94653092141548e-11,1.77755950181143e-06
"ENSG00000229644","NAMPTP1",1.08571854527383,7.99528276660191e-11,1.78846480206118e-06
"ENSG00000196562","SULF2",-0.829702785367124,8.00638259704115e-11,1.79094772313214e-06
"ENSG00000225697","SLC26A6",0.896862574442653,8.21994808473713e-11,1.83872018707485e-06
"ENSG00000136859","ANGPTL2",-0.877137113040205,8.38218646543529e-11,1.87501129045322e-06
"ENSG00000105419","MEIS3",0.690282916882444,8.70113099678676e-11,1.94635599267123e-06
"ENSG00000196372","ASB13",0.879415497967444,8.9981833967774e-11,2.01280364402514e-06
"ENSG00000159423","ALDH4A1",0.935360673745945,9.54207412186332e-11,2.13446656031961e-06
"ENSG00000153207","AHCTF1",1.22975101213374,9.77929447695526e-11,2.18753038155012e-06
"ENSG00000111450","STX2",0.64951168748824,9.81473406618349e-11,2.19545786326459e-06
"ENSG00000230018","PPIAP39",2.34209990832965,1.03238413735148e-10,2.30934007684154e-06
"ENSG00000158301","GPRASP2",-0.858748679452369,1.08315384567006e-10,2.42290683737935e-06
"ENSG00000083720","OXCT1",0.69016466591258,1.09650037512676e-10,2.45276168912104e-06
"ENSG00000124104","SNX21",-0.792708560807759,1.1136582035096e-10,2.49114203543063e-06
"ENSG00000147459","DOCK5",0.764933950076985,1.13729958041792e-10,2.54402543143685e-06
"ENSG00000042286","AIFM2",0.706252480593268,1.1611507825408e-10,2.59737818546551e-06
"ENSG00000170365","SMAD1",-0.884976743908751,1.30989576761691e-10,2.93010584258226e-06
"ENSG00000272168","LOC105374971",-1.75939038535471,1.32960946368821e-10,2.97420340932415e-06
"ENSG00000185070","FLRT2",-0.731387271153501,1.36100008965294e-10,3.04442110054466e-06
"ENSG00000135723","FHOD1",-0.831215382950527,1.36905491725473e-10,3.06243894440711e-06
"ENSG00000155893","PXYLP1",-0.856517884807255,1.37192685167194e-10,3.06886317450496e-06
"ENSG00000111452","ADGRD1",0.742598831083275,1.37961876662243e-10,3.08606921905772e-06
"ENSG00000196639","HRH1",-0.692668819060898,1.39378033447472e-10,3.1177472301865e-06
"ENSG00000132646","PCNA",-0.651957896697538,1.44264903830474e-10,3.22706163378388e-06
"ENSG00000177469","CAVIN1",0.65171058671455,1.47067567283291e-10,3.28975441255994e-06
"ENSG00000182704","TSKU",0.918711238792272,1.55428154008351e-10,3.4767723770128e-06
"ENSG00000198585","NUDT16",0.65129907291755,1.84686600971335e-10,4.1312545771278e-06
"ENSG00000130529","TRPM4",0.713888259080017,2.03260868418826e-10,4.54674236566073e-06
"ENSG00000226950","DANCR",1.13167610918584,2.05444413581903e-10,4.59558608741359e-06
"ENSG00000161642","ZNF385A",-0.844680595535864,2.08893609491184e-10,4.6727411507083e-06
"ENSG00000178425","NT5DC1",-0.725738462905823,2.08968659983088e-10,4.6744199551617e-06
"ENSG00000011198","ABHD5",1.12508253559163,2.13413090568966e-10,4.7738374229372e-06
"ENSG00000149403","GRIK4",-2.1788316074299,2.14526711553837e-10,4.79874801074779e-06
"ENSG00000161381","PLXDC1",-1.32008218893279,2.17024300572543e-10,4.85461657950722e-06
"ENSG00000134762","DSC3",1.26542714167677,2.23663427278397e-10,5.00312720479047e-06
"ENSG00000229619","MBNL1-AS1",0.738329121630995,2.28890386150391e-10,5.12004904779811e-06
"ENSG00000124496","TRERF1",-0.839735951721622,2.29213084732516e-10,5.12726749238164e-06
"ENSG00000176293","ZNF135",-1.14854984648832,2.34493118744838e-10,5.24537657320329e-06
"ENSG00000065320","NTN1",0.533102964046933,2.36241160948979e-10,5.28447852926771e-06
"ENSG00000093144","ECHDC1",0.732188797366429,2.50354726652227e-10,5.60018488048366e-06
"ENSG00000163251","FZD5",2.39746071941315,2.5726412429352e-10,5.75474119632175e-06
"ENSG00000198960","ARMCX6",-0.644533113509662,2.66009399462596e-10,5.9503642565788e-06
"ENSG00000078124","ACER3",0.855016128268089,2.74975414811716e-10,6.15092505392329e-06
"ENSG00000079257","LXN",-1.08258974068037,2.84931167658308e-10,6.37362528934869e-06
"ENSG00000137872","SEMA6D",-1.37186308481021,2.86999677453317e-10,6.41989578495324e-06
"ENSG00000071127","WDR1",0.825005163904669,3.03011667955821e-10,6.77806800050376e-06
"ENSG00000137880","GCHFR",1.32642893858957,3.12814450154862e-10,6.99734643551412e-06
"ENSG00000116679","IVNS1ABP",-0.783573790989536,3.20216549326107e-10,7.16292399187568e-06
"ENSG00000152990","ADGRA3",-0.797145906218258,3.45903928430912e-10,7.73752497507107e-06
"ENSG00000108828","VAT1",-0.621374422853648,3.46633406347773e-10,7.75384266659333e-06
"ENSG00000175197","DDIT3",-1.04012481362431,3.50191121109446e-10,7.8334251880972e-06
"ENSG00000067445","TRO",-0.751600637118692,3.56602245185115e-10,7.97683562254584e-06
"ENSG00000136156","ITM2B",0.513710936990273,3.72163179929619e-10,8.32491817184564e-06
"ENSG00000197872","CYRIA",-0.861124008196611,3.83706263245224e-10,8.58312540253242e-06
"ENSG00000132170","PPARG",1.04268669614792,3.97375795096229e-10,8.88889916050754e-06
"ENSG00000246705","H2AJ",0.770530195365572,4.03961213619978e-10,9.03620838746528e-06
"ENSG00000128045","RASL11B",4.70277812377555,4.04458835535318e-10,9.04733969208953e-06
"ENSG00000254726","MEX3A",-2.0992293353092,4.19315767131219e-10,9.37967439495824e-06
"ENSG00000129250","KIF1C",0.510310742836745,4.22069955635849e-10,9.44128283761832e-06
"ENSG00000196123","MATCAP1",-0.961674201516516,4.39166874167884e-10,9.82372380826139e-06
"ENSG00000198932","GPRASP1",-0.996298993957488,4.77068270617037e-10,1.06715401454325e-05
"ENSG00000154767","XPC",-0.554101675539352,4.93332392787794e-10,1.10353522942702e-05
"ENSG00000100994","PYGB",0.5868131334866,4.93343213676603e-10,1.10355943467319e-05
"ENSG00000008130","NADK",0.776208622546072,5.09560950223523e-10,1.139836889555e-05
"ENSG00000226121",NA,1.2444595914248,5.18207846894042e-10,1.15917913271728e-05
"ENSG00000073712","FERMT2",0.620352801146712,5.21902339280217e-10,1.16744334273592e-05
"ENSG00000025708","TYMP",1.23117912713414,5.26991573876645e-10,1.17882745160467e-05
"ENSG00000261468",NA,2.48502719521421,5.35548833293182e-10,1.19796918519352e-05
"ENSG00000135744","AGT",-1.15581184364114,5.82139024237408e-10,1.30218678331666e-05
"ENSG00000116016","EPAS1",-0.657818987893951,6.07194824228682e-10,1.35823410231714e-05
"ENSG00000136383","ALPK3",2.78826190718411,6.48095274125743e-10,1.44972431869187e-05
"ENSG00000215386","MIR99AHG",-1.35782199756844,6.57921645229663e-10,1.47170492821423e-05
"ENSG00000154127","UBASH3B",1.05962069159389,6.61518344745285e-10,1.47975038536073e-05
"ENSG00000157368","IL34",-2.27041710200895,6.86184138387527e-10,1.53492529915906e-05
"ENSG00000123643","SLC36A1",0.740364757111475,7.09187763831544e-10,1.58638210891478e-05
"ENSG00000126561","STAT5A",0.605179640902436,7.30744506386247e-10,1.63460238633539e-05
"ENSG00000040731","CDH10",-1.90387340890541,7.62390157295095e-10,1.7053905428534e-05
"ENSG00000164023","SGMS2",0.556204999196648,7.69774413388282e-10,1.72190838530825e-05
"ENSG00000172831","CES2",-0.53836370396784,7.85544605060346e-10,1.75718472705949e-05
"ENSG00000070193","FGF10",-1.26039276015861,8.09592966953475e-10,1.81097850777823e-05
"ENSG00000171469","ZNF561",-0.658602367497774,8.24491175089179e-10,1.84430430955698e-05
"ENSG00000185716","MOSMO",0.861208380543397,8.76366506542897e-10,1.96034423848581e-05
"ENSG00000138032","PPM1B",0.76523303860204,9.18649553729835e-10,2.05492718673827e-05
"ENSG00000114698","PLSCR4",0.529136349280143,9.20212997386874e-10,2.0584244538547e-05
"ENSG00000160613","PCSK7",0.79689312727406,9.6207097469311e-10,2.15205656329102e-05
"ENSG00000008513","ST3GAL1",-0.595131449426349,9.71068531135585e-10,2.17218319729719e-05
"ENSG00000140450","ARRDC4",-0.729979750635989,9.82203238643908e-10,2.19709042452256e-05
"ENSG00000147649","MTDH",0.528045662714053,9.82693384290292e-10,2.19818683131895e-05
"ENSG00000131370","SH3BP5",-0.99315578054664,9.82701698208792e-10,2.19820542872325e-05
"ENSG00000126458","RRAS",0.572084657695344,1.05699243830088e-09,2.36438638523524e-05
"ENSG00000108797","CNTNAP1",-0.603452513114902,1.09613956321302e-09,2.45195458895119e-05
"ENSG00000170873","MTSS1",1.83908145530409,1.11201191042133e-09,2.48745944242148e-05
"ENSG00000134121","CHL1",1.40101579209326,1.1248393432035e-09,2.51615312681192e-05
"ENSG00000074527","NTN4",1.00405352645792,1.15102119814457e-09,2.57471931812959e-05
"ENSG00000022267","FHL1",0.511198929025795,1.16203016059236e-09,2.59934526622905e-05
"ENSG00000017797","RALBP1",0.565160151951479,1.20779356591466e-09,2.70171342759451e-05
"ENSG00000142875","PRKACB",-0.591856166793571,1.20798700683265e-09,2.70214613558395e-05
"ENSG00000143494","VASH2",-3.94902942184756,1.21321089177625e-09,2.7138314438143e-05
"ENSG00000076716","GPC4",0.987289485732878,1.22452004926807e-09,2.73912889820775e-05
"ENSG00000197321","SVIL",-0.508529027863519,1.23398581308046e-09,2.76030286527969e-05
"ENSG00000165072","MAMDC2",2.6898420511197,1.23434125590184e-09,2.76109795532682e-05
"ENSG00000204219","TCEA3",-0.718989264266529,1.29099339708793e-09,2.88782312994598e-05
"ENSG00000166780","BMERB1",0.532128446354586,1.39927896616309e-09,3.13004711941021e-05
"ENSG00000169750","RAC3",1.47281380234611,1.43043316885056e-09,3.19973595540181e-05
"ENSG00000110906","KCTD10",0.525782077143326,1.47519041410383e-09,3.29985343730885e-05
"ENSG00000105711","SCN1B",-1.28917796558352,1.51364644013269e-09,3.38587572193281e-05
"ENSG00000179295","PTPN11",0.500117241108943,1.53172084176309e-09,3.42630635093985e-05
"ENSG00000113140","SPARC",-0.539851767165092,1.53704109334146e-09,3.4382072216955e-05
"ENSG00000137959","IFI44L",1.86805477535825,1.54284138279187e-09,3.45118188916714e-05
"ENSG00000095637","SORBS1",1.89763190331801,1.562228862521e-09,3.49454974257322e-05
"ENSG00000143772","ITPKB",-0.907675033812803,1.67382509195314e-09,3.74417934818998e-05
"ENSG00000235750","KIAA0040",2.3536603498434,1.7064366699785e-09,3.8171281870749e-05
"ENSG00000177409","SAMD9L",-0.574194365602863,1.7073428513051e-09,3.81915522408438e-05
"ENSG00000137331","IER3",-1.2974963205168,1.70834930434529e-09,3.82140655888998e-05
"ENSG00000074047","GLI2",-0.914906968623564,1.70921812345149e-09,3.82335002034864e-05
"ENSG00000142227","EMP3",-0.60894820592242,1.71371183236183e-09,3.83340199781018e-05
"ENSG00000131236","CAP1",0.520544989302002,1.72561423091666e-09,3.86002647313747e-05
"ENSG00000134987","WDR36",-0.713216344197091,1.90344492049649e-09,4.25781594265861e-05
"ENSG00000117602","RCAN3",0.893015475989987,2.0026766652601e-09,4.47978743252032e-05
"ENSG00000124702","KLHDC3",0.607634766369852,2.0037408227422e-09,4.48216784639202e-05
"ENSG00000087266","SH3BP2",-0.795938067628462,2.02135059011514e-09,4.52155913502855e-05
"ENSG00000113657","DPYSL3",-0.606517785912957,2.02204934652893e-09,4.52312218325056e-05
"ENSG00000133687","TMTC1",0.682009311818983,2.05802043007384e-09,4.60358590003216e-05
"ENSG00000137193","PIM1",-0.85220694558379,2.09327012623802e-09,4.68243594538184e-05
"ENSG00000126705","AHDC1",-0.651399642449593,2.16265496386064e-09,4.83764288865986e-05
"ENSG00000105486","LIG1",-1.0174259032507,2.24217158824529e-09,5.0155136257459e-05
"ENSG00000226608",NA,-0.613412118270802,2.26453687385155e-09,5.06554253311854e-05
"ENSG00000114745","GORASP1",0.55221789222216,2.32672496562106e-09,5.20465107559775e-05
"ENSG00000242539",NA,1.03016814551909,2.32876030408717e-09,5.20920392421259e-05
"ENSG00000198369","SPRED2",0.633460458895415,2.35441807632627e-09,5.26659779493424e-05
"ENSG00000181072","CHRM2",-0.711941754466639,2.3745790493605e-09,5.3116958755145e-05
"ENSG00000261685",NA,2.27462580019536,2.41524553481001e-09,5.40266273681652e-05
"ENSG00000086062","B4GALT1",-0.593813181334844,2.49703999881482e-09,5.58562877334888e-05
"ENSG00000118680","MYL12B",0.475740098328387,2.53301748663153e-09,5.66610681584608e-05
"ENSG00000116704","SLC35D1",0.844653476537362,2.58064403236896e-09,5.77264263600613e-05
"ENSG00000158467","AHCYL2",-0.724189905262301,2.59215298203729e-09,5.79838700551922e-05
"ENSG00000183023","SLC8A1",-0.856243164072044,2.61772186181689e-09,5.85558203269819e-05
"ENSG00000135919","SERPINE2",-0.624469654574324,2.64138028862273e-09,5.90850356762017e-05
"ENSG00000116649","SRM",0.771172274297303,2.64548572560674e-09,5.91768701960971e-05
"ENSG00000147655","RSPO2",-1.34006879149099,2.76967744955509e-09,6.19549148690978e-05
"ENSG00000124134","KCNS1",-2.94972830305707,2.77237940080809e-09,6.20153548166762e-05
"ENSG00000178573","MAF",-0.674369337011352,2.79491923090594e-09,6.2519548276135e-05
"ENSG00000226964",NA,0.963557906932207,2.83805457745826e-09,6.34844428431639e-05
"ENSG00000114767","RRP9",0.932224703784634,2.89452030450441e-09,6.47475246914592e-05
"ENSG00000168481","LGI3",4.75737431323761,2.91701499811454e-09,6.52507084928241e-05
"ENSG00000152642","GPD1L",0.834229755010574,2.9818312060178e-09,6.67005822474122e-05
"ENSG00000118257","NRP2",1.00698262795928,3.0573491134415e-09,6.83898423185729e-05
"ENSG00000245532","NEAT1",-0.471748804714154,3.13460945931708e-09,7.01180789954638e-05
"ENSG00000069020","MAST4",-0.756283386778391,3.13812263169726e-09,7.0196665148436e-05
"ENSG00000149131","SERPING1",0.447530152164682,3.44018324732111e-09,7.69534590593258e-05
"ENSG00000115963","RND3",-0.759202890766828,3.53749038301144e-09,7.91301223775829e-05
"ENSG00000121691","CAT",0.74737511237393,3.62436626568106e-09,8.10734489970195e-05
"ENSG00000074181","NOTCH3",0.575813938730936,3.67707206856933e-09,8.22524251018274e-05
"ENSG00000062716","VMP1",0.548018104666459,3.93622659077366e-09,8.8049452609016e-05
"ENSG00000010278","CD9",0.569728702605774,3.95867758097224e-09,8.85516588087681e-05
"ENSG00000117643","MAN1C1",-0.543256689450062,3.97049310413625e-09,8.88159602464239e-05
"ENSG00000244462","RBM12",0.634570189708106,4.05206155636407e-09,9.06405649543078e-05
"ENSG00000123689","G0S2",-2.67837809375209,4.07618908317366e-09,9.11802736015116e-05
"ENSG00000187288","CIDEC",3.606712548875,4.09810311493118e-09,9.16704685778957e-05
"ENSG00000169692","AGPAT2",0.627239469840088,4.24084722102927e-09,9.48635114872038e-05
"ENSG00000164932","CTHRC1",0.920105203758588,4.33081601143477e-09,9.68760233597843e-05
"ENSG00000057252","SOAT1",0.65762186589096,4.37596030112981e-09,9.78858559759727e-05
"ENSG00000204941","PSG5",-0.756434103694363,4.40049277627649e-09,9.84346229125288e-05
"ENSG00000160460","SPTBN4",-1.07804721080931,4.42889384209972e-09,9.90699263539287e-05
"ENSG00000253304","TMEM200B",0.787980492317433,4.49034367965719e-09,0.000100444497770252
"ENSG00000183621","ZNF438",0.69504134797604,4.56954873112812e-09,0.000102216235566605
"ENSG00000204291","COL15A1",-0.948937323713383,4.59734193366274e-09,0.000102837941714102
"ENSG00000213064","SFT2D2",0.803300376493287,4.6900936643844e-09,0.000104912705178615
"ENSG00000235109","ZSCAN31",-1.72219587333902,4.69825856281871e-09,0.000105095345791692
"ENSG00000134333","LDHA",0.884989317386726,4.71047650365599e-09,0.000105368648910281
"ENSG00000105327","BBC3",-0.760091415681241,4.74533745145597e-09,0.000106148453451619
"ENSG00000115084","SLC35F5",0.700063891971741,4.81964392139154e-09,0.000107810614877607
"ENSG00000166473","PKD1L2",-1.48741351727208,4.82686166797185e-09,0.000107972068650862
"ENSG00000182670","TTC3",-0.55108313003816,5.12136668107006e-09,0.000114559851288856
"ENSG00000180891","CUEDC1",0.549610488726655,5.19406234567055e-09,0.000116185980610304
"ENSG00000067113","PLPP1",-0.939390457807352,5.24115890197514e-09,0.000117239483478282
"ENSG00000272870","SAP30-DT",1.05178069948149,5.26157671835207e-09,0.000117696209612817
"ENSG00000133069","TMCC2",-1.03276691894622,5.54652257253479e-09,0.000124070163425031
"ENSG00000143384","MCL1",0.590683713699426,5.69984098291077e-09,0.000127499742946731
"ENSG00000031698","SARS1",-0.536452621015216,5.95787108236156e-09,0.000133271618241346
